review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,extractive_summary,abstractive_summary
1080,Kitchen Appliances,TurboBlend Pro 5000,"Five stars. The TurboBlend Pro 5000 is well built, easy to set up, and my whole family loves it. !!!!!!",4,2023-04-02,False,star turboblend pro 5000 build easy set family love,"five stars . the turboblend pro 5000 is well built , easy to set up , and my whole family loves it . ! ! ! ! ! !","The TurboBlend Pro 5000 is well built, easy to set up, and my whole family loves it. !!!!!!","Five stars. The TurboBlend Pro 5000 is well built, easy to set up, and my whole family loves it. !!!!!!"
1081,Living Room,SoundBar X200 Bluetooth,My SoundBar X200 Bluetooth arrived well packaged and started working immediately. No issues at all.,5,2023-07-01,False,soundbar x200 bluetooth arrive package start work immediately issue,my soundbar x200 bluetooth arrived well packaged and started working immediately . no issues at all .,My SoundBar X200 Bluetooth arrived well packaged and started working immediately.,My SoundBar X200 Bluetooth arrived well packaged and started working immediately. No issues at all.
1082,Kitchen Appliances,SliceMaster Food Processor,"Five stars. The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it.",5,2023-11-18,False,star slicemaster food processor build easy set family love,"five stars . the slicemaster food processor is well built , easy to set up , and my whole family loves it .","The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it.","Five stars. The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it."
1083,Kitchen Appliances,CrispAir Fryer XL,<p>My CrispAir Fryer XL arrived well packaged and started working immediately. No issues at all.</p>,5,2023-12-14,True,crispair fryer xl arrive package start work immediately issue,my crispair fryer xl arrived well packaged and started working immediately . no issues at all .,<p>My CrispAir Fryer XL arrived well packaged and started working immediately.,<p>My CrispAir Fryer XL arrived well packaged and started working immediately. No issues at all.</p>
1084,Bathroom,AromaSpa Diffuser,MIXED FEELINGS ABOUT THE AROMASPA DIFFUSER. SETUP WAS EASY BUT PERFORMANCE IS MEDIOCRE.,3,2024-10-04,True,mixed feeling aromaspa diffuser setup easy performance mediocre,mixed feelings about the aromaspa diffuser . setup was easy but performance is mediocre .,MIXED FEELINGS ABOUT THE AROMASPA DIFFUSER.,MIXED FEELINGS ABOUT THE AROMASPA DIFFUSER. SETUP WAS EASY BUT PERFORMANCE IS MEDIOCRE.
1085,Kitchen Appliances,InstaBrew Coffee Maker,DO NOT BUY. The InstaBrew Coffee Maker stopped working completely. Customer service was useless. https://fakeurl.com/ref123,1,2024-05-08,True,buy instabrew coffee maker stop work completely customer service useless,do not buy . the instabrew coffee maker stopped working completely . customer service was useless .,The InstaBrew Coffee Maker stopped working completely.,DO NOT BUY. The InstaBrew Coffee Maker stopped working completely. Customer service was useless. https://fakeurl.com/ref123
1086,Bedroom Furniture,WoodCraft Bed Frame Queen,Solid quality and great value. The WoodCraft Bed Frame Queen feels premium and performs even better.,4,2023-12-05,True,solid quality great value woodcraft bed frame queen feel premium perform well,solid quality and great value . the woodcraft bed frame queen feels premium and performs even better .,The WoodCraft Bed Frame Queen feels premium and performs even better.,Solid quality and great value. The WoodCraft Bed Frame Queen feels premium and performs even better.
1087,Living Room,SmartTV 55in 4K UHD,BOUGHT THE SMARTTV 55IN 4K UHD AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.,5,2024-10-20,False,buy smarttv 55 4k uhd gift recipient love excellent build quality,bought the smarttv 55 in 4k uhd as a gift and the recipient loved it . excellent build quality .,BOUGHT THE SMARTTV 55IN 4K UHD AS A GIFT AND THE RECIPIENT LOVED IT.,BOUGHT THE SMARTTV 55IN 4K UHD AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.
1088,Kitchen Appliances,InstaBrew Coffee Maker,"<p>The InstaBrew Coffee Maker is easy to clean, quiet during operation, and looks great. 5 stars!</p>",5,2024-07-22,True,instabrew coffee maker easy clean quiet operation look great 5 star,"the instabrew coffee maker is easy to clean , quiet during operation , and looks great . 5 stars !","<p>The InstaBrew Coffee Maker is easy to clean, quiet during operation, and looks great.","<p>The InstaBrew Coffee Maker is easy to clean, quiet during operation, and looks great. 5 stars!</p>"
1089,Kitchen Appliances,CrispAir Fryer XL,<p>Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better.</p>,4,2023-07-11,True,solid quality great value crispair fryer xl feel premium perform well,solid quality and great value . the crispair fryer xl feels premium and performs even better .,The CrispAir Fryer XL feels premium and performs even better.</p>,<p>Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better.</p>
1090,Kitchen Appliances,CrispAir Fryer XL,BOUGHT THE CRISPAIR FRYER XL AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.,4,2024-05-18,True,buy crispair fryer xl gift recipient love excellent build quality,bought the crispair fryer xl as a gift and the recipient loved it . excellent build quality .,BOUGHT THE CRISPAIR FRYER XL,BOUGHT THE CRISPAIR FRYER XL AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.
1091,Kitchen Appliances,TurboBlend Pro 5000,Decent product for the price. The TurboBlend Pro 5000 has some quirks but generally works fine.,3,2024-10-05,False,decent product price turboblend pro 5000 quirk generally work fine,decent product for the price . the turboblend pro 5000 has some quirks but generally works fine .,The TurboBlend Pro 5000 has some quirks but generally works fine.,Decent product for the price. The TurboBlend Pro 5000 has some quirks but generally works fine.
1092,Living Room,GlowLight Floor Lamp,OUTSTANDING PRODUCT. THE GLOWLIGHT FLOOR LAMP HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,5,2023-11-30,True,outstanding product glowlight floor lamp daily routine easy thank,outstanding product . the glowlight floor lamp has made my daily routine so much easier . thank you !,THE GLOWLIGHT FLOOR LAMP HAS MADE MY DAILY ROUTINE SO MUCH EASIER.,OUTSTANDING PRODUCT. THE GLOWLIGHT FLOOR LAMP HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!
1093,Bedroom Furniture,WoodCraft Bed Frame Queen,My WoodCraft Bed Frame Queen sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer. https://fakeurl.com/ref123,1,2024-09-09,True,woodcraft bed frame queen spark plug extremely dangerous report manufacturer,my woodcraft bed frame queen sparked when i plugged it in . extremely dangerous . reporting to manufacturer .,My WoodCraft Bed Frame Queen sparked when I plugged it in.,My WoodCraft Bed Frame Queen sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer. https://fakeurl.com/ref123
1094,Kitchen Appliances,SliceMaster Food Processor,The SliceMaster Food Processor overheated and stopped working after 3 uses. Safety hazard. 1 star.,2,2023-11-14,True,slicemaster food processor overheat stop work 3 us safety hazard 1 star,the slicemaster food processor overheated and stopped working after 3 uses . safety hazard . 1 star .,The SliceMaster Food Processor overheated and stopped working after 3 uses.,The SliceMaster Food Processor overheated and stopped working after 3 uses. Safety hazard. 1 star.
1095,Living Room,SmartTV 55in 4K UHD,DO NOT BUY. The SmartTV 55in 4K UHD stopped working completely. Customer service was useless.,1,2024-11-02,False,buy smarttv 55 4k uhd stop work completely customer service useless,do not buy . the smarttv 55 in 4k uhd stopped working completely . customer service was useless .,The SmartTV 55in 4K UHD stopped working completely.,DO NOT BUY. The SmartTV 55in 4K UHD stopped working completely. Customer service was useless.
1096,Bedroom Furniture,VelvetTouch Duvet Cover,"The VelvetTouch Duvet Cover is easy to clean, quiet during operation, and looks great. 5 stars!",4,2024-04-10,True,velvettouch duvet cover easy clean quiet operation look great 5 star,"the velvettouch duvet cover is easy to clean , quiet during operation , and looks great . 5 stars !","The VelvetTouch Duvet Cover is easy to clean, quiet during operation, and looks great.","The VelvetTouch Duvet Cover is easy to clean, quiet during operation, and looks great. 5 stars!"
1097,Kitchen Appliances,InstaBrew Coffee Maker,Great product. The InstaBrew Coffee Maker exceeded my expectations in every way. Highly recommend! !!!!!!,5,2024-08-24,False,great product instabrew coffee maker exceed expectation way highly recommend,great product . the instabrew coffee maker exceeded my expectations in every way . highly recommend ! ! ! ! ! ! !,The InstaBrew Coffee Maker exceeded my expectations in every way.,Great product. The InstaBrew Coffee Maker exceeded my expectations in every way. Highly recommend! !!!!!!
1098,Bedroom Furniture,WoodCraft Bed Frame Queen,"The WoodCraft Bed Frame Queen is easy to clean, quiet during operation, and looks great. 5 stars!",5,2023-09-27,True,woodcraft bed frame queen easy clean quiet operation look great 5 star,"the woodcraft bed frame queen is easy to clean , quiet during operation , and looks great . 5 stars !","The WoodCraft Bed Frame Queen is easy to clean, quiet during operation, and looks great.","The WoodCraft Bed Frame Queen is easy to clean, quiet during operation, and looks great. 5 stars!"
1099,Bathroom,FoamPure Electric Toothbrush,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!,5,2023-07-24,True,outstanding product foampure electric toothbrush daily routine easy thank,outstanding product . the foampure electric toothbrush has made my daily routine so much easier . thank you !,The FoamPure Electric Toothbrush has made my daily routine so much easier.,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!
1100,Living Room,CozySofa L-Shape Sectional,The CozySofa L-Shape Sectional arrived on time and works as described. Not great not terrible.,3,2024-10-11,True,cozysofa l shape sectional arrive time work describe great terrible,the cozysofa l - shape sectional arrived on time and works as described . not great not terrible .,The CozySofa L-Shape Sectional arrived on time and works as described.,The CozySofa L-Shape Sectional arrived on time and works as described. Not great not terrible.
1101,Kitchen Appliances,SliceMaster Food Processor,Solid quality and great value. The SliceMaster Food Processor feels premium and performs even better.,5,2023-01-01,True,solid quality great value slicemaster food processor feel premium perform well,solid quality and great value . the slicemaster food processor feels premium and performs even better .,The SliceMaster Food Processor feels premium and performs even better.,Solid quality and great value. The SliceMaster Food Processor feels premium and performs even better.
1102,Bathroom,FoamPure Electric Toothbrush,The FoamPure Electric Toothbrush is okay. Does what it says but nothing special. Average quality.,3,2024-11-08,False,foampure electric toothbrush okay say special average quality,the foampure electric toothbrush is okay . does what it says but nothing special . average quality .,The FoamPure Electric Toothbrush is okay.,The FoamPure Electric Toothbrush is okay. Does what it says but nothing special. Average quality.
1103,Kitchen Appliances,InstaBrew Coffee Maker,"Five stars. The InstaBrew Coffee Maker is well built, easy to set up, and my whole family loves it.",4,2023-11-23,True,star instabrew coffee maker build easy set family love,"five stars . the instabrew coffee maker is well built , easy to set up , and my whole family loves it .","The InstaBrew Coffee Maker is well built, easy to set up, and my whole family loves it.","Five stars. The InstaBrew Coffee Maker is well built, easy to set up, and my whole family loves it."
